graph name;iterations;time[ms];crossing_res;n;m;ang,res;aspect, Ratio;#crossing;
graph_158.txt;500;168;79,6415;38;57;3,0437358876587015;15,879785612095434;23;
graph_1580.txt;800;208;88,3635;30;45;5,4763584532704614;8,232503490617113;17;
graph_1581.txt;700;176;88,9711;34;51;8,747573087522873;82,30716493974994;8;
graph_1582.txt;200;68;79,7534;38;57;3,01989116735068;16,439844777847252;15;
graph_1583.txt;1000;282;88,2929;32;48;17,31034932547962;46,52436733705274;14;
graph_1584.txt;300;68;89,145;32;48;20,709037591649018;12,614253618996742;8;
graph_1585.txt;400;51;89,3159;24;36;22,34395858478835;16,824628851620464;3;
graph_1586.txt;800;117;87,6104;20;30;11,356679088216396;8,236718935580791;7;
graph_1587.txt;500;115;88,4198;30;45;3,0620842275507387;12,310665606443393;8;
graph_1588.txt;900;224;89,7644;30;45;35,47132486331296;4,579440903196791;6;
graph_1589.txt;600;145;85,6674;30;45;25,631376575868124;12,045285341144814;9;
graph_159.txt;500;131;84,2033;34;51;10,322009886065315;7,5946425503234805;10;
graph_1590.txt;300;73;88,2582;32;48;9,040205486934541;6,625052983200417;8;
graph_1591.txt;1100;257;87,6628;30;45;30,04300389379826;31,746153415747738;17;
graph_1592.txt;800;211;87,7596;32;48;5,31031157451098;31,15415860117469;11;
graph_1593.txt;600;128;74,2714;28;42;11,530866261440297;15,402897800676612;23;
graph_1595.txt;1200;324;88,2162;32;48;23,188582517328467;9,725417080227476;15;
graph_1596.txt;800;181;88,9896;30;45;12,213974333094637;9,345966127220716;12;
graph_1597.txt;500;113;88,6303;32;48;15,95714571276698;13,511402876402753;7;
graph_1598.txt;1100;172;89,2377;22;33;14,991084721798664;16,920509427333595;11;
